Client_ID,Age,Gender,Country,Goal_Type,Lead_Source,Goal_Achieved,Checkin_Rate_Pct,Progress_Photos_Shared,Second_Round,Referred_Someone,Goal_Achieved_Score,Checkin_Score,Progress_Photos_Score,Second_Round_Score,Referral_Score,Superfan_Score,Superfan_Score_Rounded,Superfan_Segment
C0220,23,Female,Nepal,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0221,30,Female,USA,Weight Loss,Instagram,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0222,18,Female,UAE,Weight Loss,TikTok,No,7.1,No,Yes,1,0,0.14,0,2,2,4.14,4,Neutral
C0223,25,Male,USA,Weight Gain,TikTok,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0224,55,Female,USA,Body Transformation,Referral,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0225,43,Female,Other,Body Transformation,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0226,28,Female,Canada,Weight Loss,Instagram,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0227,39,Female,USA,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0228,46,Female,Nepal,Body Transformation,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0229,49,Female,UAE,Body Transformation,Instagram,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C0230,20,Female,Australia,Body Transformation,Other,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C0231,29,Female,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0232,38,Male,USA,Weight Loss,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0233,33,Female,Nepal,Weight Loss,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0234,25,Female,Australia,Weight Loss,Instagram,No,0.0,No,No,1,0,0.0,0,0,2,2.0,2,At Risk
C0235,33,Male,USA,Body Transformation,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0236,24,Female,Nepal,Weight Loss,Instagram,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0237,27,Male,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0238,31,Female,Australia,Weight Loss,Referral,No,0.0,No,Yes,1,0,0.0,0,2,2,4.0,4,Neutral
C0239,39,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0240,20,Male,Australia,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0241,35,Female,Australia,Weight Loss,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0242,26,Female,USA,Weight Loss,Other,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0243,38,Female,Canada,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0244,25,Female,Australia,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0245,32,Male,USA,Weight Gain,Instagram,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0246,34,Male,Canada,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0247,49,Female,Australia,Weight Loss,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0248,30,Female,USA,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0249,42,Female,USA,Weight Loss,Referral,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0250,29,Female,USA,Weight Loss,Referral,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0251,24,Female,Australia,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0252,28,Male,Other,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0253,57,Female,Australia,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0254,36,Female,UAE,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0255,27,Female,Nepal,Weight Loss,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0256,20,Female,USA,Weight Loss,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0257,27,Female,Canada,Body Transformation,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0258,34,Female,USA,Weight Gain,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0259,25,Male,USA,Body Transformation,Instagram,Partial,92.9,No,No,1,1,1.86,0,0,2,4.86,5,Neutral
C0260,25,Male,USA,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0261,53,Female,USA,Body Transformation,Instagram,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0262,38,Male,USA,Weight Gain,Referral,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C0263,50,Female,UAE,Body Transformation,Referral,Partial,78.6,Yes,Yes,0,1,1.57,1,2,0,5.57,6,Happy
C0264,54,Male,Nepal,Body Transformation,Referral,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0265,30,Male,UAE,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0266,59,Male,Australia,Body Transformation,TikTok,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0267,26,Female,USA,Weight Loss,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0268,23,Female,Australia,Weight Loss,TikTok,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C0269,18,Female,USA,Body Transformation,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0270,30,Male,USA,Weight Loss,TikTok,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0271,26,Female,Australia,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0272,25,Female,USA,Body Transformation,Referral,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0273,37,Female,Australia,Weight Loss,Referral,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0274,28,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0275,32,Female,Australia,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0276,29,Female,Nepal,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0277,30,Male,USA,Weight Loss,TikTok,Partial,78.6,Yes,No,1,1,1.57,1,0,2,5.57,6,Happy
C0278,27,Female,Nepal,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0279,38,Male,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0280,60,Male,Australia,Weight Loss,Other,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0281,37,Male,Australia,Body Transformation,Referral,Yes,92.9,Yes,Yes,1,3,1.86,1,2,2,9.86,10,Superfan
C0282,51,Female,USA,Weight Gain,Instagram,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C0283,22,Male,USA,Weight Loss,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0284,29,Female,Australia,Weight Loss,Referral,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0285,38,Female,Nepal,Weight Loss,Other,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0286,46,Female,Australia,Body Transformation,Referral,No,0.0,No,Yes,0,0,0.0,0,2,0,2.0,2,At Risk
C0287,46,Male,Australia,Weight Loss,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0288,30,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0289,36,Female,Nepal,Body Transformation,Referral,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0290,38,Female,USA,Weight Loss,TikTok,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0291,25,Female,Other,Weight Gain,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0292,26,Female,UAE,Body Transformation,Referral,Partial,100.0,Yes,Yes,0,1,2.0,1,2,0,6.0,6,Happy
C0293,22,Female,Australia,Body Transformation,Referral,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0294,49,Female,Australia,Weight Gain,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0295,40,Female,Nepal,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0296,44,Female,Australia,Weight Loss,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0297,26,Female,USA,Body Transformation,Instagram,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0298,34,Female,USA,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0299,19,Female,Nepal,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0300,35,Female,Australia,Body Transformation,Referral,No,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0301,48,Female,USA,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0302,36,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0303,29,Male,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0304,29,Female,Australia,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0305,28,Male,USA,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C0306,36,Female,USA,Weight Loss,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0307,26,Female,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0308,39,Female,Australia,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0309,25,Female,Australia,Body Transformation,Referral,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C0310,25,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,Yes,0,3,1.86,1,2,0,7.86,8,Happy
C0311,28,Female,Nepal,Body Transformation,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0312,20,Female,Canada,Weight Loss,Other,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0313,27,Female,Australia,Weight Gain,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0314,31,Female,Australia,Weight Loss,TikTok,Partial,85.7,Yes,No,1,1,1.71,1,0,2,5.71,6,Happy
C0315,19,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0316,29,Male,Nepal,Weight Gain,Referral,Yes,85.7,No,No,1,3,1.71,0,0,2,6.71,7,Happy
C0317,32,Female,USA,Weight Loss,Referral,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0318,30,Male,Australia,Body Transformation,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0319,49,Female,Australia,Body Transformation,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0320,55,Female,Nepal,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0321,30,Male,USA,Weight Loss,Referral,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0322,40,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0323,36,Female,Australia,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0324,31,Male,Nepal,Weight Loss,Instagram,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0325,32,Male,USA,Weight Loss,Referral,Yes,92.9,Yes,Yes,0,3,1.86,1,2,0,7.86,8,Happy
C0326,55,Female,Australia,Body Transformation,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0327,32,Female,Nepal,Weight Gain,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0328,30,Female,Nepal,Weight Loss,TikTok,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C0329,43,Female,Nepal,Weight Loss,TikTok,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0330,37,Male,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0331,48,Female,Australia,Weight Loss,TikTok,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0332,22,Male,USA,Body Transformation,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0333,31,Female,Australia,Body Transformation,Other,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0334,60,Female,UAE,Weight Loss,Referral,Ongoing,35.7,Yes,No,0,0,0.71,1,0,0,1.71,2,At Risk
C0335,30,Female,Nepal,Weight Gain,Instagram,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0336,39,Female,USA,Weight Loss,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0337,44,Female,Australia,Weight Gain,Referral,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0338,20,Male,Nepal,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0339,28,Female,Australia,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0340,29,Female,USA,Body Transformation,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0341,30,Male,Nepal,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0342,30,Female,USA,Weight Gain,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0343,50,Female,Nepal,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0344,33,Female,Nepal,Weight Loss,Other,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0345,60,Male,Nepal,Weight Gain,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0346,37,Male,Australia,Weight Loss,TikTok,No,14.3,No,Yes,0,0,0.29,0,2,0,2.29,2,At Risk
C0347,34,Female,USA,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0348,28,Female,Nepal,Weight Gain,Other,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0349,57,Male,Nepal,Weight Loss,Instagram,Ongoing,21.4,Yes,No,0,0,0.43,1,0,0,1.43,1,At Risk
C0350,43,Female,Australia,Body Transformation,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0351,18,Male,Nepal,Weight Loss,Instagram,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0352,34,Male,Australia,Weight Loss,TikTok,Yes,92.9,No,No,0,3,1.86,0,0,0,4.86,5,Neutral
C0353,36,Female,Australia,Body Transformation,Referral,Partial,85.7,No,Yes,1,1,1.71,0,2,2,6.71,7,Happy
C0354,23,Male,Australia,Weight Gain,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
C0355,29,Female,Nepal,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0356,18,Female,UAE,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0357,45,Female,USA,Body Transformation,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0358,31,Female,USA,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0359,26,Female,Nepal,Weight Gain,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C0360,22,Female,Australia,Weight Loss,Instagram,Ongoing,14.3,No,No,0,0,0.29,0,0,0,0.29,0,At Risk
C0361,50,Female,Australia,Weight Loss,Referral,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0362,25,Female,Nepal,Weight Gain,Referral,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0363,42,Male,Nepal,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0364,56,Female,Nepal,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0365,33,Female,Nepal,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0366,28,Male,USA,Body Transformation,TikTok,Partial,78.6,No,No,0,1,1.57,0,0,0,2.57,3,At Risk
C0367,42,Female,USA,Weight Gain,Instagram,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0368,18,Female,Australia,Weight Loss,Instagram,No,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0369,27,Male,USA,Weight Loss,Instagram,No,7.1,No,Yes,1,0,0.14,0,2,2,4.14,4,Neutral
C0370,36,Male,Canada,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0371,43,Female,UAE,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0372,34,Female,Canada,Weight Loss,Referral,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0373,29,Female,Australia,Body Transformation,Referral,Yes,78.6,No,Yes,0,3,1.57,0,2,0,6.57,7,Happy
C0374,47,Female,Australia,Weight Loss,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0375,40,Male,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,0,3,1.86,1,0,0,5.86,6,Happy
C0376,58,Female,USA,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0377,31,Male,USA,Weight Loss,Referral,Ongoing,35.7,No,No,0,0,0.71,0,0,0,0.71,1,At Risk
C0378,24,Male,USA,Weight Loss,TikTok,Partial,92.9,No,No,0,1,1.86,0,0,0,2.86,3,At Risk
C0379,51,Female,USA,Weight Loss,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0380,27,Female,USA,Weight Loss,Other,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0381,29,Female,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0382,34,Female,Australia,Weight Loss,Referral,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0383,33,Female,Other,Weight Loss,TikTok,Yes,100.0,No,No,0,3,2.0,0,0,0,5.0,5,Happy
C0384,37,Female,Nepal,Body Transformation,TikTok,No,7.1,No,No,0,0,0.14,0,0,0,0.14,0,At Risk
C0385,18,Male,Australia,Weight Loss,Referral,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0386,28,Male,Australia,Body Transformation,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0387,47,Male,Australia,Body Transformation,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0388,43,Female,Australia,Weight Loss,Instagram,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0389,26,Female,Nepal,Weight Loss,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0390,39,Female,Nepal,Body Transformation,Referral,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0391,20,Male,Nepal,Body Transformation,Other,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0392,32,Female,USA,Weight Loss,Instagram,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0393,25,Female,Australia,Weight Gain,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0394,51,Female,USA,Weight Loss,Referral,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0395,52,Female,USA,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0396,36,Female,Australia,Weight Gain,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0397,31,Female,USA,Weight Gain,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0398,37,Female,USA,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0399,29,Female,Nepal,Weight Loss,Referral,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0400,41,Female,Nepal,Body Transformation,Instagram,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0401,49,Female,Australia,Weight Gain,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0402,28,Female,Australia,Weight Loss,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0403,22,Female,USA,Weight Loss,Instagram,Yes,78.6,Yes,No,1,3,1.57,1,0,2,7.57,8,Happy
C0404,38,Male,Canada,Body Transformation,Referral,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0405,52,Female,UAE,Weight Loss,TikTok,Partial,92.9,Yes,No,1,1,1.86,1,0,2,5.86,6,Happy
C0406,26,Female,Australia,Weight Loss,Instagram,Ongoing,21.4,No,No,1,0,0.43,0,0,2,2.43,2,At Risk
C0407,31,Female,Nepal,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0408,24,Female,USA,Weight Loss,TikTok,Ongoing,21.4,No,No,0,0,0.43,0,0,0,0.43,0,At Risk
C0409,29,Male,USA,Weight Gain,Referral,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C0410,21,Female,Nepal,Body Transformation,TikTok,Yes,85.7,Yes,No,0,3,1.71,1,0,0,5.71,6,Happy
C0411,27,Female,USA,Body Transformation,Referral,Yes,85.7,Yes,Yes,0,3,1.71,1,2,0,7.71,8,Happy
C0412,34,Female,Australia,Weight Gain,TikTok,Partial,100.0,Yes,No,1,1,2.0,1,0,2,6.0,6,Happy
C0413,32,Female,Australia,Weight Loss,TikTok,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0414,36,Female,USA,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0415,29,Female,USA,Weight Gain,Referral,Yes,100.0,Yes,Yes,0,3,2.0,1,2,0,8.0,8,Superfan
C0416,49,Female,Other,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0417,33,Female,Australia,Weight Gain,TikTok,Partial,78.6,No,No,1,1,1.57,0,0,2,4.57,5,Neutral
C0418,30,Male,Australia,Weight Loss,Instagram,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0419,52,Female,USA,Weight Loss,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0420,25,Female,USA,Body Transformation,TikTok,Yes,100.0,Yes,No,0,3,2.0,1,0,0,6.0,6,Happy
C0421,25,Male,UAE,Body Transformation,Other,Yes,78.6,No,No,0,3,1.57,0,0,0,4.57,5,Neutral
C0422,46,Male,USA,Weight Loss,TikTok,No,0.0,No,No,0,0,0.0,0,0,0,0.0,0,At Risk
C0423,28,Female,Australia,Body Transformation,Instagram,No,0.0,No,Yes,1,0,0.0,0,2,2,4.0,4,Neutral
C0424,22,Male,Nepal,Weight Loss,TikTok,Yes,78.6,Yes,No,0,3,1.57,1,0,0,5.57,6,Happy
C0425,27,Female,Australia,Body Transformation,TikTok,Yes,85.7,No,No,0,3,1.71,0,0,0,4.71,5,Neutral
C0426,30,Male,USA,Weight Loss,Instagram,Partial,85.7,No,No,0,1,1.71,0,0,0,2.71,3,At Risk
C0427,36,Female,Nepal,Body Transformation,Instagram,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0428,26,Female,USA,Weight Gain,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0429,34,Male,USA,Weight Loss,Referral,Partial,78.6,Yes,Yes,0,1,1.57,1,2,0,5.57,6,Happy
C0430,31,Female,Nepal,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0431,46,Female,USA,Weight Gain,Instagram,No,0.0,No,Yes,1,0,0.0,0,2,2,4.0,4,Neutral
C0432,34,Female,USA,Weight Loss,TikTok,Yes,85.7,Yes,No,1,3,1.71,1,0,2,7.71,8,Happy
C0433,38,Male,Australia,Weight Loss,TikTok,Partial,100.0,Yes,No,0,1,2.0,1,0,0,4.0,4,Neutral
C0434,21,Female,Australia,Weight Loss,TikTok,Yes,92.9,Yes,No,1,3,1.86,1,0,2,7.86,8,Happy
C0435,24,Female,USA,Weight Gain,TikTok,No,7.1,No,Yes,0,0,0.14,0,2,0,2.14,2,At Risk
C0436,31,Female,Nepal,Weight Loss,TikTok,Partial,78.6,Yes,No,0,1,1.57,1,0,0,3.57,4,Neutral
C0437,32,Male,UAE,Weight Loss,TikTok,Partial,92.9,Yes,No,0,1,1.86,1,0,0,3.86,4,Neutral
C0438,19,Male,Australia,Weight Gain,TikTok,Ongoing,28.6,No,No,0,0,0.57,0,0,0,0.57,1,At Risk
C0439,30,Male,Australia,Weight Gain,Referral,Yes,100.0,Yes,No,1,3,2.0,1,0,2,8.0,8,Superfan
C0440,38,Male,Australia,Body Transformation,TikTok,Partial,85.7,Yes,No,0,1,1.71,1,0,0,3.71,4,Neutral
